,name,region,country,lat,lon,tz_id,maxtemp_c,maxtemp_f,mintemp_c,mintemp_f,avgtemp_c,avgtemp_f,maxwind_mph,maxwind_kph,totalprecip_mm,totalprecip_in,avgvis_km,avgvis_miles,avghumidity,condition,uv
2023-06-20,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.6,96.1,27.6,81.7,31.0,87.9,9.8,15.8,4.65,0.18,9.4,5.0,71.0,Moderate or heavy rain shower,8.0
2023-06-21,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,36.2,97.2,27.3,81.1,31.3,88.3,8.5,13.7,3.4,0.13,9.3,5.0,68.0,Moderate rain at times,8.0
2023-06-22,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.5,95.9,27.1,80.8,30.7,87.3,7.2,11.5,9.55,0.38,9.2,5.0,73.0,Heavy rain at times,8.0
2023-06-23,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.0,89.6,26.3,79.3,28.7,83.7,7.4,11.9,20.8,0.82,9.4,5.0,78.0,Moderate rain at times,7.0
2023-06-24,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,27.9,82.2,24.6,76.3,25.8,78.4,6.0,9.7,46.55,1.83,8.5,5.0,90.0,Moderate or heavy rain shower,6.0
2023-06-25,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,27.9,82.1,23.9,75.0,25.7,78.2,6.6,10.7,31.7,1.25,9.6,5.0,83.0,Moderate or heavy rain shower,6.0
2023-06-26,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.3,84.7,24.1,75.4,26.2,79.1,7.8,12.6,33.6,1.32,9.1,5.0,88.0,Moderate or heavy rain shower,6.0
2023-06-27,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.5,86.8,24.7,76.5,27.5,81.4,10.5,16.9,24.2,0.95,9.2,5.0,81.0,Moderate or heavy rain shower,7.0
2023-06-28,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.6,92.5,26.0,78.8,29.5,85.0,12.1,19.4,0.9,0.04,9.8,6.0,78.0,Patchy rain possible,7.0
2023-06-29,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.9,96.6,26.5,79.7,30.5,87.0,12.1,19.4,0.3,0.01,9.8,6.0,75.0,Patchy rain possible,8.0
2023-06-30,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.1,98.8,27.0,80.6,31.6,88.8,11.2,18.0,0.0,0.0,9.6,5.0,73.0,Overcast,8.0
2023-07-01,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.6,99.7,28.2,82.8,32.3,90.1,11.9,19.1,1.0,0.04,9.3,5.0,70.0,Cloudy,8.0
2023-07-02,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.4,99.2,28.8,83.8,32.1,89.7,10.2,16.4,3.1,0.12,9.3,5.0,69.0,Cloudy,8.0
2023-07-03,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.9,94.8,28.0,82.4,30.7,87.3,10.3,16.6,6.5,0.26,9.8,6.0,74.0,Patchy rain possible,7.0
2023-07-04,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.5,95.9,26.9,80.4,30.4,86.8,11.2,18.0,3.3,0.13,9.8,6.0,70.0,Moderate rain at times,8.0
2023-07-05,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.3,95.5,27.3,81.1,30.6,87.1,10.5,16.9,8.2,0.32,10.0,6.0,65.0,Moderate or heavy rain shower,8.0
2023-07-06,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.0,98.5,27.7,81.9,31.8,89.2,14.5,23.4,0.2,0.01,9.7,6.0,66.0,Overcast,8.0
2023-07-07,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.6,99.6,28.0,82.4,32.2,90.0,14.8,23.8,0.0,0.0,9.6,5.0,67.0,Overcast,8.0
2023-07-08,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.8,100.0,28.5,83.3,32.1,89.8,12.5,20.2,2.9,0.11,9.3,5.0,67.0,Patchy rain possible,8.0
2023-07-09,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.2,95.4,28.5,83.3,31.4,88.5,11.4,18.4,3.3,0.13,9.8,6.0,65.0,Moderate rain at times,8.0
2023-07-10,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,36.4,97.5,28.0,82.4,31.8,89.2,11.4,18.4,0.0,0.0,9.7,6.0,66.0,Overcast,8.0
2023-07-11,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.1,98.7,27.8,82.0,31.7,89.1,11.9,19.1,0.2,0.01,9.5,5.0,66.0,Patchy rain possible,8.0
2023-07-12,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.3,99.1,28.0,82.4,32.2,89.9,10.7,17.3,0.0,0.0,9.3,5.0,64.0,Overcast,8.0
2023-07-13,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.2,99.0,28.3,82.9,32.4,90.3,10.4,16.7,0.0,0.0,9.7,6.0,64.0,Overcast,8.0
2023-07-14,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.4,95.6,28.3,82.9,31.8,89.3,8.5,13.7,4.73,0.19,9.5,5.0,66.0,Moderate or heavy rain shower,8.0
2023-07-15,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.7,94.4,27.9,82.2,30.7,87.3,8.5,13.7,11.6,0.46,9.5,5.0,64.0,Moderate or heavy rain shower,7.0
2023-07-16,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,36.6,97.9,27.8,82.0,31.8,89.2,9.2,14.8,2.5,0.1,10.0,6.0,60.0,Moderate or heavy rain shower,8.0
2023-07-17,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,36.5,97.6,28.0,82.4,32.1,89.7,10.5,16.9,0.1,0.0,9.9,6.0,52.0,Patchy rain possible,8.0
2023-07-18,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.6,85.3,23.6,74.5,26.8,80.3,11.9,19.1,15.9,0.63,9.7,6.0,74.0,Moderate or heavy rain shower,6.0
2023-07-19,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,28.1,82.6,23.5,74.3,25.7,78.2,7.6,12.2,9.2,0.36,9.1,5.0,88.0,Moderate rain at times,6.0
2023-07-20,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.1,86.2,24.4,75.9,27.2,81.0,7.4,11.9,9.0,0.35,9.8,6.0,79.0,Moderate rain at times,7.0
2023-07-21,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.4,90.3,25.5,77.9,28.5,83.3,8.1,13.0,6.3,0.25,9.9,6.0,75.0,Heavy rain at times,7.0
2023-07-22,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.8,92.8,26.5,79.7,30.0,85.9,9.6,15.5,0.6,0.02,10.0,6.0,72.0,Patchy rain possible,7.0
2023-07-23,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.3,95.5,26.5,79.7,30.3,86.6,10.7,17.3,0.0,0.0,10.0,6.0,69.0,Cloudy,8.0
2023-07-24,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.1,95.2,26.6,79.9,30.4,86.7,10.7,17.3,0.0,0.0,10.0,6.0,69.0,Cloudy,8.0
2023-07-25,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.5,95.9,26.7,80.1,30.7,87.2,11.6,18.7,0.0,0.0,10.0,6.0,67.0,Partly cloudy,9.0
2023-07-26,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,36.4,97.4,26.3,79.3,30.9,87.5,9.8,15.8,0.0,0.0,10.0,6.0,68.0,Partly cloudy,9.0
2023-07-27,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,37.2,98.9,27.2,81.0,31.9,89.4,9.4,15.1,3.4,0.13,9.8,6.0,66.0,Partly cloudy,9.0
2023-07-28,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.9,94.8,27.6,81.7,30.7,87.3,7.6,12.2,5.28,0.21,9.7,6.0,70.0,Patchy rain possible,7.0
2023-07-29,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.9,94.8,26.6,79.9,30.4,86.7,7.4,11.9,6.6,0.26,9.7,6.0,70.0,Moderate or heavy rain shower,7.0
2023-07-30,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.4,90.3,27.5,81.5,29.2,84.6,8.3,13.3,15.05,0.59,9.8,6.0,71.0,Moderate or heavy rain shower,7.0
2023-07-31,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.6,88.9,26.7,80.1,28.4,83.1,5.4,8.7,14.0,0.55,9.1,5.0,77.0,Moderate or heavy rain shower,7.0
2023-08-01,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.9,85.8,26.5,79.7,27.8,82.0,4.3,6.8,24.05,0.95,9.9,6.0,84.0,Moderate or heavy rain shower,6.0
2023-08-02,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.0,91.4,25.9,78.6,28.3,82.9,6.9,11.2,22.6,0.89,9.3,5.0,79.0,Moderate or heavy rain shower,7.0
2023-08-03,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.5,90.4,25.8,78.4,28.7,83.6,6.0,9.7,17.5,0.69,9.7,6.0,79.0,Moderate or heavy rain shower,7.0
2023-08-04,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.4,86.6,26.0,78.8,27.9,82.1,6.3,10.1,67.85,2.67,9.0,5.0,80.0,Moderate or heavy rain shower,7.0
2023-08-05,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.8,91.0,25.8,78.4,28.5,83.4,6.9,11.2,13.3,0.52,9.8,6.0,76.0,Moderate or heavy rain shower,7.0
2023-08-06,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.3,84.7,24.6,76.3,26.9,80.4,6.9,11.2,5.4,0.21,9.6,5.0,78.0,Moderate or heavy rain shower,6.0
2023-08-07,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.9,89.4,24.7,76.5,27.5,81.5,6.9,11.0,9.4,0.37,9.7,6.0,79.0,Moderate or heavy rain shower,7.0
2023-08-08,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.4,92.1,25.4,77.7,28.4,83.1,7.4,11.9,1.8,0.07,10.0,6.0,72.0,Heavy rain at times,7.0
2023-08-09,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.3,95.5,25.5,77.9,29.9,85.8,5.6,9.0,5.3,0.21,10.0,6.0,70.0,Moderate or heavy rain shower,8.0
2023-08-10,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.1,91.5,27.2,81.0,29.9,85.8,6.0,9.7,4.0,0.16,9.9,6.0,68.0,Moderate rain at times,7.0
2023-08-11,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,28.9,84.0,25.4,77.7,26.9,80.4,6.3,10.1,15.6,0.61,9.7,6.0,89.0,Moderate or heavy rain shower,6.0
2023-08-12,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.8,91.0,25.3,77.5,28.4,83.1,8.3,13.3,26.85,1.06,7.5,4.0,83.0,Moderate or heavy rain shower,7.0
2023-08-13,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.7,89.0,26.2,79.2,28.5,83.3,3.8,6.1,9.55,0.38,9.6,5.0,82.0,Moderate or heavy rain shower,7.0
2023-08-14,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.4,90.3,26.7,80.1,29.0,84.2,5.4,8.6,9.8,0.39,9.8,6.0,81.0,Moderate or heavy rain shower,7.0
2023-08-15,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.5,90.5,26.3,79.3,28.9,84.1,6.7,10.8,14.2,0.56,9.7,6.0,75.0,Moderate or heavy rain shower,7.0
2023-08-16,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.0,91.4,26.1,79.0,29.1,84.3,7.6,12.2,5.1,0.2,9.8,6.0,77.0,Moderate or heavy rain shower,7.0
2023-08-17,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,36.1,97.0,26.5,79.7,30.7,87.3,8.1,13.0,0.2,0.01,9.7,6.0,74.0,Patchy rain possible,8.0
2023-08-18,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.8,96.4,26.8,80.2,30.9,87.6,6.0,9.7,9.3,0.37,9.6,5.0,75.0,Partly cloudy,9.0
2023-08-19,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.3,91.9,26.9,80.4,29.3,84.8,4.9,7.9,15.0,0.59,9.0,5.0,80.0,Moderate or heavy rain shower,7.0
2023-08-20,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.9,89.4,26.3,79.3,28.5,83.3,7.2,11.5,15.1,0.59,9.5,5.0,78.0,Moderate or heavy rain shower,7.0
2023-08-21,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.3,93.7,26.4,79.5,29.4,84.9,8.7,14.0,3.0,0.12,9.5,5.0,78.0,Moderate or heavy rain shower,7.0
2023-08-22,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.3,91.9,26.1,79.0,29.1,84.4,7.4,11.9,1.0,0.04,10.0,6.0,80.0,Patchy rain possible,7.0
2023-08-23,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.6,85.3,25.9,78.6,27.7,81.9,7.6,12.2,8.35,0.33,9.0,5.0,92.0,Moderate or heavy rain shower,6.0
2023-08-24,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.4,88.5,24.8,76.6,27.7,81.8,5.6,9.0,26.15,1.03,9.2,5.0,83.0,Moderate or heavy rain shower,7.0
2023-08-25,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.2,91.8,25.8,78.4,29.1,84.4,9.4,15.1,9.1,0.36,9.4,5.0,78.0,Light rain shower,7.0
2023-08-26,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.7,94.5,26.0,78.8,29.3,84.8,8.7,14.0,13.5,0.53,9.7,6.0,80.0,Patchy light rain with thunder,7.0
2023-08-27,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,36.0,96.8,26.8,80.2,30.6,87.2,8.1,13.0,1.1,0.04,9.8,6.0,74.0,Thundery outbreaks possible,8.0
2023-08-28,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.1,84.4,25.0,77.0,26.5,79.7,11.9,19.1,8.9,0.35,9.8,6.0,85.0,Moderate or heavy rain shower,6.0
2023-08-29,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.4,90.3,24.8,76.6,27.9,82.1,11.4,18.4,0.1,0.0,10.0,6.0,70.0,Patchy rain possible,7.0
2023-08-30,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.0,91.4,24.4,75.9,28.2,82.7,10.1,16.2,0.0,0.0,10.0,6.0,68.0,Partly cloudy,8.0
2023-08-31,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.1,93.4,24.5,76.1,28.9,84.1,7.8,12.6,0.0,0.0,10.0,6.0,60.0,Partly cloudy,8.0
2023-09-01,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.5,94.1,24.0,75.2,29.2,84.5,9.2,14.8,0.0,0.0,10.0,6.0,58.0,Partly cloudy,8.0
2023-09-02,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.9,96.6,25.1,77.2,30.2,86.3,8.9,14.4,0.3,0.01,10.0,6.0,59.0,Partly cloudy,9.0
2023-09-03,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.2,88.2,25.3,77.5,27.6,81.6,12.3,19.8,0.0,0.0,10.0,6.0,63.0,Cloudy,7.0
2023-09-04,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,27.7,81.9,22.6,72.7,24.9,76.7,9.6,15.5,12.3,0.48,8.0,4.0,88.0,Light rain shower,6.0
2023-09-05,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.9,93.0,24.9,76.8,28.5,83.2,6.9,11.2,4.1,0.16,9.8,6.0,75.0,Patchy rain possible,7.0
2023-09-06,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.8,94.6,24.9,76.8,29.2,84.5,7.6,12.2,4.4,0.17,9.9,6.0,75.0,Light rain shower,7.0
2023-09-07,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.2,95.4,26.7,80.1,30.0,85.9,5.8,9.4,0.9,0.04,10.0,6.0,71.0,Light rain shower,8.0
2023-09-08,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.7,96.3,25.7,78.3,30.0,86.0,7.4,11.9,6.3,0.25,9.6,5.0,72.0,Patchy rain possible,8.0
2023-09-09,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,35.1,95.2,25.7,78.3,29.2,84.6,7.4,11.9,17.6,0.69,9.5,5.0,77.0,Light rain shower,8.0
2023-09-10,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.0,91.4,25.8,78.4,28.1,82.5,7.2,11.5,50.1,1.97,8.3,5.0,83.0,Torrential rain shower,7.0
2023-09-11,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.7,90.9,25.5,77.9,28.6,83.4,6.5,10.4,28.7,1.13,9.3,5.0,81.0,Moderate or heavy rain shower,7.0
2023-09-12,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.3,88.3,25.6,78.1,27.6,81.6,4.9,7.9,32.4,1.28,9.0,5.0,86.0,Moderate or heavy rain shower,7.0
2023-09-13,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,25.2,77.4,22.1,71.8,23.4,74.2,11.9,19.1,97.2,3.83,8.1,5.0,97.0,Heavy rain,6.0
2023-09-14,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,23.0,73.4,22.2,72.0,22.7,72.9,9.6,15.5,0.0,0.0,7.0,4.0,96.0,Mist,5.0
2023-09-15,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.8,87.4,23.4,74.1,26.1,79.0,7.8,12.6,0.0,0.0,10.0,6.0,81.0,Overcast,7.0
2023-09-16,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.6,85.3,24.1,75.4,26.0,78.8,4.7,7.6,7.5,0.3,8.0,4.0,87.0,Patchy light rain,6.0
2023-09-17,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.4,88.5,24.3,75.7,27.3,81.1,8.7,14.0,7.9,0.31,8.0,4.0,84.0,Light rain shower,7.0
2023-09-18,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.7,90.9,24.7,76.5,27.9,82.2,9.6,15.5,2.2,0.09,7.0,4.0,83.0,Light rain shower,7.0
2023-09-19,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.2,89.9,24.4,75.9,27.8,82.1,9.8,15.8,8.2,0.32,8.4,5.0,82.0,Light rain shower,7.0
2023-09-20,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,32.6,90.7,25.2,77.3,28.1,82.6,9.6,15.5,7.56,0.3,8.5,5.0,82.0,Light rain shower,7.0
2023-09-21,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.1,91.5,25.3,77.6,28.4,83.1,8.3,13.3,0.82,0.03,8.0,4.0,80.0,Light rain shower,7.0
2023-09-22,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.6,92.6,25.0,77.1,28.4,83.1,10.1,16.2,0.54,0.02,9.0,5.0,79.0,Patchy rain possible,7.0
2023-09-23,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.1,91.5,25.1,77.3,28.3,82.9,9.4,15.1,1.51,0.06,9.8,6.0,77.0,Light rain shower,7.0
2023-09-24,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.9,89.4,24.3,75.7,27.8,82.1,6.9,11.2,3.16,0.12,9.5,5.0,78.0,Light rain shower,7.0
2023-09-25,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.7,85.5,24.8,76.6,26.9,80.5,7.4,11.9,7.82,0.31,9.8,6.0,80.0,Moderate or heavy rain shower,6.0
2023-09-26,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,27.8,82.0,23.6,74.5,25.2,77.4,7.8,12.6,9.12,0.36,8.4,5.0,88.0,Light rain shower,6.0
2023-09-27,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,24.7,76.5,23.0,73.4,23.7,74.6,9.6,15.5,17.93,0.71,8.0,4.0,95.0,Light rain shower,5.0
2023-09-28,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.0,86.0,23.6,74.4,26.0,78.8,8.1,13.0,12.35,0.49,8.5,5.0,87.0,Light rain shower,7.0
2023-09-29,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,29.0,84.2,23.3,73.9,25.9,78.6,5.6,9.0,4.59,0.18,7.7,4.0,86.0,Light rain shower,6.0
2023-09-30,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.3,88.3,24.9,76.7,27.2,81.0,6.9,11.2,4.99,0.2,9.0,5.0,84.0,Moderate or heavy rain shower,7.0
2023-10-01,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.7,92.6,24.7,76.4,28.1,82.5,8.9,14.4,0.25,0.01,10.0,6.0,78.0,Patchy rain possible,7.0
2023-10-02,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.1,91.7,24.5,76.0,27.8,82.1,10.5,16.9,0.32,0.01,10.0,6.0,77.0,Patchy rain possible,7.0
2023-10-03,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.8,92.8,24.6,76.2,28.5,83.4,7.8,12.6,0.05,0.0,10.0,6.0,73.0,Patchy rain possible,7.0
2023-10-04,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.8,92.8,25.0,77.0,28.9,84.1,8.7,14.0,0.0,0.0,10.0,6.0,72.0,Cloudy,7.0
2023-10-05,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,34.8,94.7,25.6,78.0,29.2,84.6,8.5,13.7,0.24,0.01,10.0,6.0,73.0,Patchy rain possible,7.0
2023-10-06,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,33.9,93.0,25.7,78.3,28.9,84.0,10.7,17.3,0.69,0.03,9.9,6.0,74.0,Patchy rain possible,7.0
2023-10-07,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.2,88.2,25.1,77.2,27.6,81.7,11.4,18.4,6.59,0.26,8.8,5.0,72.0,Light rain shower,7.0
2023-10-08,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.2,86.4,23.7,74.7,26.3,79.3,10.7,17.3,0.01,0.0,10.0,6.0,59.0,Partly cloudy,8.0
2023-10-09,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.1,86.1,23.9,75.0,26.6,79.8,11.0,17.6,0.12,0.0,10.0,6.0,58.0,Overcast,7.0
2023-10-10,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,24.7,76.5,20.7,69.2,23.3,73.9,9.8,15.8,14.37,0.57,9.3,5.0,70.0,Patchy rain possible,5.0
2023-10-11,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,23.1,73.7,21.3,70.4,22.4,72.4,8.7,14.0,0.66,0.03,9.3,5.0,70.0,Overcast,5.0
2023-10-12,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,22.2,72.0,21.1,70.0,21.8,71.2,6.7,10.8,6.1,0.24,8.8,5.0,88.0,Light rain shower,5.0
2023-10-13,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.5,86.9,22.1,71.7,25.4,77.6,7.2,11.5,5.07,0.2,9.6,5.0,78.0,Light rain shower,7.0
2023-10-14,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,28.5,83.2,23.9,75.1,25.7,78.3,10.7,17.3,2.08,0.08,9.7,6.0,72.0,Light rain shower,6.0
2023-10-15,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,30.7,87.3,22.8,73.0,26.2,79.1,8.9,14.4,0.03,0.0,10.0,6.0,61.0,Cloudy,7.0
2023-10-16,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.7,89.1,24.0,75.3,27.5,81.5,8.3,13.3,0.01,0.0,10.0,6.0,60.0,Overcast,7.0
2023-10-17,Ha Noi,,Vietnam,21.03,105.85,Asia/Bangkok,31.8,89.2,23.9,74.9,27.3,81.2,9.2,14.8,0.0,0.0,10.0,6.0,61.0,Partly cloudy,8.0
